Country_ISO3,Year,Technology,Value
BGD,2010,Other Energy Efficiency ,0.73
BGD,2010,Solar,2.14
BGD,2010,Storage (not electromobility),1.2
BGD,2015,All technologies (total patents),17.47
BGD,2015,Storage (not electromobility),0.5
BGD,2016,All technologies (total patents),23.07
BGD,2016,Other Energy Efficiency ,0.67
BGD,2017,All technologies (total patents),35.98
BGD,2017,Other Energy Efficiency ,0.17
BGD,2018,All technologies (total patents),38.66
BGD,2018,Carbon Capture and Storage,1.0
BGD,2018,Other Energy Efficiency ,0.5
BGD,2019,All technologies (total patents),22.07
BGD,2019,Bioenergy,0.66
BGD,2019,Other Energy Efficiency ,1.0
BGR,1990,All technologies (total patents),16.0
BGR,1990,Other Road Transport,1.0
BGR,2000,All technologies (total patents),27.5
BGR,2000,Hydrogen and Fuel Cells,0.66
BGR,2000,Other Road Transport,1.0
BGR,2005,All technologies (total patents),57.35
BGR,2005,Bioenergy,1.0
BGR,2005,Building Energy Efficiency,0.5
BGR,2005,Hydrogen and Fuel Cells,1.0
BGR,2005,Industry Energy Efficiency or substitution,1.5
BGR,2005,Other Energy Efficiency ,0.67
BGR,2005,Other Renewables,1.0
BGR,2010,Air - Rail - Marine,0.33
BGR,2010,All technologies (total patents),58.76
BGR,2010,Building Energy Efficiency,0.5
BGR,2010,Grid,0.5
BGR,2010,Hybrid - Electric - Electromobility,2.5
BGR,2010,Hydrogen and Fuel Cells,1.0
BGR,2010,Industry Energy Efficiency or substitution,0.33
BGR,2010,Other Road Transport,0.5
BGR,2010,Solar,2.0
BGR,2010,Storage (not electromobility),0.33
BGR,2015,All technologies (total patents),68.35
BGR,2015,Building Energy Efficiency,1.5
BGR,2015,Hybrid - Electric - Electromobility,3.0
BGR,2015,Hydro,1.0
BGR,2015,Industry Energy Efficiency or substitution,3.33
BGR,2015,Other Renewables,1.0
BGR,2015,Other Road Transport,3.0
BGR,2015,Solar,4.0
BGR,2015,Storage (not electromobility),2.0
BGR,2015,Wind,1.0
BGR,2016,Air - Rail - Marine,1.0
BGR,2016,All technologies (total patents),71.82
BGR,2016,Building Energy Efficiency,1.33
BGR,2016,Hybrid - Electric - Electromobility,1.0
BGR,2016,Hydro,1.0
BGR,2016,Hydrogen and Fuel Cells,0.33
BGR,2016,Industry Energy Efficiency or substitution,0.5
BGR,2016,Other Renewables,1.0
BGR,2016,Other Road Transport,2.33
BGR,2016,Renewable Energy Integration in Buildings,1.0
BGR,2016,Solar,2.5
BGR,2016,Storage (not electromobility),0.5
BGR,2016,Wind,1.5
BGR,2017,All technologies (total patents),80.32
BGR,2017,Hydrogen and Fuel Cells,1.25
BGR,2017,Industry Energy Efficiency or substitution,1.75
BGR,2017,Nuclear,0.33
BGR,2017,Storage (not electromobility),2.17
BGR,2018,Air - Rail - Marine,0.5
BGR,2018,All technologies (total patents),77.9
BGR,2018,Industry Energy Efficiency or substitution,1.0
BGR,2018,Nuclear,0.5
BGR,2018,Storage (not electromobility),2.0
BGR,2019,All technologies (total patents),72.48
BGR,2019,Bioenergy,0.5
BGR,2019,Hydrogen and Fuel Cells,0.5
BGR,2019,Industry Energy Efficiency or substitution,1.0
BGR,2019,Other Road Transport,1.0
BGR,2019,Storage (not electromobility),2.0
BHR,2000,All technologies (total patents),0.33
BHR,2005,All technologies (total patents),1.33
BHR,2010,All technologies (total patents),1.5
BHR,2015,All technologies (total patents),2.67
BHR,2016,All technologies (total patents),2.5
BHR,2017,All technologies (total patents),2.29
BHR,2018,All technologies (total patents),2.5
BHR,2019,All technologies (total patents),4.08
BHS,1990,All technologies (total patents),0.33
BHS,2000,All technologies (total patents),10.08
BHS,2000,Industry Energy Efficiency or substitution,1.5
BHS,2000,Storage (not electromobility),0.5
BHS,2005,All technologies (total patents),4.37
BHS,2005,Building Energy Efficiency,0.83
BHS,2005,Storage (not electromobility),0.5
BHS,2010,All technologies (total patents),2.92
BHS,2010,Storage (not electromobility),0.5
BHS,2015,All technologies (total patents),3.83
BHS,2016,All technologies (total patents),5.0
BHS,2017,All technologies (total patents),1.5
BHS,2018,All technologies (total patents),3.0
BHS,2019,All technologies (total patents),5.0
BIH,2000,All technologies (total patents),9.7
BIH,2005,All technologies (total patents),11.0
BIH,2005,Solar,1.0
BIH,2010,All technologies (total patents),16.78
BIH,2010,Other Energy Efficiency ,0.33
BIH,2010,Wind,1.0
BIH,2015,All technologies (total patents),2.92
BIH,2016,All technologies (total patents),7.08
BIH,2016,Grid,0.5
BIH,2017,All technologies (total patents),8.73
BIH,2017,Hybrid - Electric - Electromobility,1.0
BIH,2018,All technologies (total patents),7.83
BIH,2018,Building Energy Efficiency,1.0
BIH,2018,Grid,1.0
BIH,2018,Renewable Energy Integration in Buildings,1.0
BIH,2018,Storage (not electromobility),1.0
BIH,2019,All technologies (total patents),6.53
BIH,2019,Building Energy Efficiency,1.0
BIH,2019,Other Road Transport,1.0
BIH,2019,Wind,1.0
BLR,1990,All technologies (total patents),1.25
BLR,2000,Air - Rail - Marine,1.0
BLR,2000,All technologies (total patents),54.33
BLR,2000,Other Road Transport,1.0
BLR,2005,All technologies (total patents),79.1
BLR,2005,Bioenergy,0.5
BLR,2005,Building Energy Efficiency,1.0
BLR,2005,Other Energy Efficiency ,1.0
BLR,2010,All technologies (total patents),53.53
BLR,2010,Building Energy Efficiency,0.5
BLR,2010,Hydrogen and Fuel Cells,0.66
BLR,2010,Industry Energy Efficiency or substitution,2.42
BLR,2010,Solar,0.5
BLR,2010,Storage (not electromobility),2.83
BLR,2015,Air - Rail - Marine,0.33
BLR,2015,All technologies (total patents),34.82
BLR,2015,Storage (not electromobility),2.5
BLR,2016,All technologies (total patents),42.4
BLR,2016,Hydro,1.0
BLR,2016,Hydrogen and Fuel Cells,0.25
BLR,2016,Storage (not electromobility),0.5
BLR,2017,Air - Rail - Marine,2.0
BLR,2017,All technologies (total patents),41.08
BLR,2017,Other Energy Efficiency ,1.0
BLR,2017,Storage (not electromobility),0.5
BLR,2017,Wind,1.0
BLR,2018,Air - Rail - Marine,1.0
BLR,2018,All technologies (total patents),49.5
BLR,2018,Bioenergy,2.0
BLR,2018,Building Energy Efficiency,1.0
BLR,2018,Other Energy Efficiency ,6.5
BLR,2018,Solar,0.5
BLR,2018,Storage (not electromobility),0.5
BLR,2019,All technologies (total patents),42.75
BLR,2019,Hybrid - Electric - Electromobility,1.0
BLR,2019,Hydrogen and Fuel Cells,0.25
BLR,2019,Industry Energy Efficiency or substitution,0.67
BLZ,2000,All technologies (total patents),1.0
BLZ,2005,All technologies (total patents),1.17
BLZ,2010,All technologies (total patents),0.5
BLZ,2015,All technologies (total patents),0.5
BLZ,2016,All technologies (total patents),2.5
BLZ,2017,All technologies (total patents),2.33
BLZ,2018,All technologies (total patents),1.92
BLZ,2019,All technologies (total patents),0.33
BOL,1990,All technologies (total patents),1.0
BOL,1990,Nuclear,0.5
BOL,2000,All technologies (total patents),0.92
BOL,2005,All technologies (total patents),0.33
BOL,2010,All technologies (total patents),1.33
BOL,2015,All technologies (total patents),1.25
BOL,2019,All technologies (total patents),2.17
BRA,1990,All technologies (total patents),114.37
BRA,1990,Building Energy Efficiency,1.0
BRA,1990,Industry Energy Efficiency or substitution,0.5
BRA,1990,Other Road Transport,2.0
BRA,1990,Storage (not electromobility),1.5
BRA,2000,All technologies (total patents),286.03
BRA,2000,Bioenergy,2.0
BRA,2000,Industry Energy Efficiency or substitution,5.33
BRA,2000,Other Energy Efficiency ,1.33
BRA,2005,Air - Rail - Marine,0.5
BRA,2005,All technologies (total patents),506.09
BRA,2005,Bioenergy,12.0
BRA,2005,Building Energy Efficiency,2.83
BRA,2005,Hydrogen and Fuel Cells,0.5
BRA,2005,Industry Energy Efficiency or substitution,3.0
BRA,2005,Other Energy Efficiency ,1.53
BRA,2005,Other Renewables,1.0
BRA,2005,Other Road Transport,2.5
BRA,2005,Wind,1.0
BRA,2010,Air - Rail - Marine,5.5
BRA,2010,All technologies (total patents),702.21
BRA,2010,Bioenergy,9.83
BRA,2010,Building Energy Efficiency,5.25
BRA,2010,Carbon Capture and Storage,1.0
BRA,2010,Grid,1.0
BRA,2010,Hybrid - Electric - Electromobility,4.75
BRA,2010,Hydro,1.0
BRA,2010,Hydrogen and Fuel Cells,0.33
BRA,2010,Industry Energy Efficiency or substitution,8.0
BRA,2010,Other Energy Efficiency ,3.34
BRA,2010,Other Renewables,2.0
BRA,2010,Other Road Transport,2.67
BRA,2010,Renewable Energy Integration in Buildings,0.25
BRA,2010,Solar,1.25
BRA,2010,Storage (not electromobility),2.25
BRA,2010,Wind,2.5
BRA,2015,Air - Rail - Marine,1.0
BRA,2015,All technologies (total patents),812.65
BRA,2015,Bioenergy,11.83
BRA,2015,Building Energy Efficiency,2.0
BRA,2015,Carbon Capture and Storage,0.5
BRA,2015,Grid,1.0
BRA,2015,Hybrid - Electric - Electromobility,3.0
BRA,2015,Hydro,7.0
BRA,2015,Hydrogen and Fuel Cells,5.0
BRA,2015,Industry Energy Efficiency or substitution,8.16
BRA,2015,Nuclear,1.0
BRA,2015,Other Energy Efficiency ,3.5
BRA,2015,Other Renewables,3.0
BRA,2015,Other Road Transport,3.0
BRA,2015,Renewable Energy Integration in Buildings,3.0
BRA,2015,Solar,7.45
BRA,2015,Storage (not electromobility),5.5
BRA,2015,Wind,9.0
BRA,2016,Air - Rail - Marine,2.0
BRA,2016,All technologies (total patents),862.84
BRA,2016,Bioenergy,12.5
BRA,2016,Building Energy Efficiency,8.5
BRA,2016,Grid,1.0
BRA,2016,Hybrid - Electric - Electromobility,2.33
BRA,2016,Hydro,1.0
BRA,2016,Hydrogen and Fuel Cells,0.5
BRA,2016,Industry Energy Efficiency or substitution,7.33
BRA,2016,Other Energy Efficiency ,5.58
BRA,2016,Other Road Transport,5.0
BRA,2016,Renewable Energy Integration in Buildings,3.25
BRA,2016,Solar,7.5
BRA,2016,Storage (not electromobility),8.08
BRA,2016,Wind,5.0
BRA,2017,Agriculture Energy Efficiency,0.5
BRA,2017,Air - Rail - Marine,2.0
BRA,2017,All technologies (total patents),842.44
BRA,2017,Bioenergy,8.0
BRA,2017,Building Energy Efficiency,2.0
BRA,2017,Hybrid - Electric - Electromobility,3.33
BRA,2017,Hydro,1.0
BRA,2017,Hydrogen and Fuel Cells,1.25
BRA,2017,Industry Energy Efficiency or substitution,9.0
BRA,2017,Other Energy Efficiency ,1.75
BRA,2017,Other Renewables,1.0
BRA,2017,Other Road Transport,18.0
BRA,2017,Solar,4.17
BRA,2017,Storage (not electromobility),1.5
BRA,2017,Wind,3.33
BRA,2018,Air - Rail - Marine,6.0
BRA,2018,All technologies (total patents),808.72
BRA,2018,Bioenergy,7.16
BRA,2018,Building Energy Efficiency,4.5
BRA,2018,Carbon Capture and Storage,3.0
BRA,2018,Grid,1.0
BRA,2018,Hybrid - Electric - Electromobility,6.9
BRA,2018,Hydrogen and Fuel Cells,1.5
BRA,2018,Industry Energy Efficiency or substitution,6.5
BRA,2018,Other Energy Efficiency ,4.25
BRA,2018,Other Renewables,1.0
BRA,2018,Other Road Transport,9.0
BRA,2018,Renewable Energy Integration in Buildings,0.5
BRA,2018,Solar,7.25
BRA,2018,Storage (not electromobility),3.0
BRA,2018,Wind,2.0
BRA,2019,Air - Rail - Marine,5.0
BRA,2019,All technologies (total patents),808.98
BRA,2019,Bioenergy,1.5
BRA,2019,Building Energy Efficiency,3.67
BRA,2019,Hybrid - Electric - Electromobility,3.2
BRA,2019,Hydro,2.0
BRA,2019,Industry Energy Efficiency or substitution,1.6600000000000001
BRA,2019,Other Energy Efficiency ,2.0
BRA,2019,Other Renewables,1.0
BRA,2019,Other Road Transport,1.0
BRA,2019,Renewable Energy Integration in Buildings,2.0
BRA,2019,Solar,8.0
BRA,2019,Storage (not electromobility),3.0
BRA,2019,Wind,2.83
BRB,2000,All technologies (total patents),3.08
BRB,2005,All technologies (total patents),12.39
BRB,2005,Other Energy Efficiency ,0.5
BRB,2010,Air - Rail - Marine,1.0
BRB,2010,All technologies (total patents),4.25
BRB,2010,Bioenergy,1.0
BRB,2015,All technologies (total patents),1.33
BRB,2016,All technologies (total patents),12.17
BRB,2018,All technologies (total patents),0.33
BRB,2019,All technologies (total patents),5.33
BRB,2019,Storage (not electromobility),0.5
BRN,1990,All technologies (total patents),0.5
BRN,2005,All technologies (total patents),3.33
BRN,2010,All technologies (total patents),0.33
BRN,2015,All technologies (total patents),3.83
BRN,2015,Wind,1.0
BRN,2016,All technologies (total patents),5.5
BRN,2016,Hydrogen and Fuel Cells,1.0
BRN,2017,All technologies (total patents),1.5
BRN,2018,All technologies (total patents),1.5
BRN,2019,All technologies (total patents),1.0
BTN,2010,All technologies (total patents),0.58
BTN,2016,All technologies (total patents),0.5
BTN,2018,All technologies (total patents),1.1
BWA,2010,All technologies (total patents),0.5
BWA,2016,All technologies (total patents),0.5
BWA,2019,All technologies (total patents),1.0
CAF,1990,All technologies (total patents),0.5
CAF,2005,All technologies (total patents),0.33
CAF,2010,All technologies (total patents),1.17
CAF,2015,All technologies (total patents),3.33
CAF,2015,Building Energy Efficiency,1.33
CAF,2016,All technologies (total patents),3.0
CAF,2016,Building Energy Efficiency,0.33
CAF,2016,Other Road Transport,0.33
CAF,2017,All technologies (total patents),1.0
CAF,2018,All technologies (total patents),0.5
CAN,1990,Air - Rail - Marine,1.0
CAN,1990,All technologies (total patents),1664.37
CAN,1990,Bioenergy,1.5
CAN,1990,Building Energy Efficiency,6.0
CAN,1990,Carbon Capture and Storage,4.0
CAN,1990,Hybrid - Electric - Electromobility,4.0
CAN,1990,Hydro,1.0
CAN,1990,Hydrogen and Fuel Cells,6.0
CAN,1990,Industry Energy Efficiency or substitution,27.25
CAN,1990,Nuclear,5.0
CAN,1990,Other Energy Efficiency ,5.0
CAN,1990,Other Renewables,2.0
CAN,1990,Other Road Transport,10.0
CAN,1990,Renewable Energy Integration in Buildings,5.0
CAN,1990,Solar,4.0
CAN,1990,Storage (not electromobility),13.17
CAN,1990,Wind,2.0
CAN,2000,Air - Rail - Marine,6.5
CAN,2000,All technologies (total patents),4495.81
CAN,2000,Bioenergy,9.0
CAN,2000,Building Energy Efficiency,12.0
CAN,2000,Carbon Capture and Storage,4.0
CAN,2000,Grid,1.5
CAN,2000,Hybrid - Electric - Electromobility,12.5
CAN,2000,Hydrogen and Fuel Cells,71.33
CAN,2000,Industry Energy Efficiency or substitution,30.5
CAN,2000,Nuclear,1.0
CAN,2000,Other Energy Efficiency ,12.33
CAN,2000,Other Road Transport,19.75
CAN,2000,Renewable Energy Integration in Buildings,1.5
CAN,2000,Solar,5.5
CAN,2000,Storage (not electromobility),20.5
CAN,2000,Wind,2.0
CAN,2005,Agriculture Energy Efficiency,1.0
CAN,2005,Air - Rail - Marine,17.92
CAN,2005,All technologies (total patents),5656.19
CAN,2005,Bioenergy,22.33
CAN,2005,Building Energy Efficiency,53.67
CAN,2005,Carbon Capture and Storage,18.53
CAN,2005,Grid,3.5
CAN,2005,Hybrid - Electric - Electromobility,20.33
CAN,2005,Hydro,5.83
CAN,2005,Hydrogen and Fuel Cells,65.58
CAN,2005,Industry Energy Efficiency or substitution,27.98
CAN,2005,Nuclear,1.0
CAN,2005,Other Energy Efficiency ,62.09
CAN,2005,Other Renewables,11.33
CAN,2005,Other Road Transport,29.0
CAN,2005,Renewable Energy Integration in Buildings,8.0
CAN,2005,Solar,10.28
CAN,2005,Storage (not electromobility),42.5
CAN,2005,Wind,16.33
CAN,2010,Agriculture Energy Efficiency,1.5
CAN,2010,Air - Rail - Marine,19.8
CAN,2010,All technologies (total patents),6129.57
CAN,2010,Bioenergy,53.199999999999996
CAN,2010,Building Energy Efficiency,80.58
CAN,2010,Carbon Capture and Storage,15.08
CAN,2010,Grid,5.83
CAN,2010,Hybrid - Electric - Electromobility,29.5
CAN,2010,Hydro,16.33
CAN,2010,Hydrogen and Fuel Cells,44.04
CAN,2010,Industry Energy Efficiency or substitution,28.0
CAN,2010,Nuclear,10.5
CAN,2010,Other Energy Efficiency ,76.45
CAN,2010,Other Renewables,28.0
CAN,2010,Other Road Transport,26.65
CAN,2010,Renewable Energy Integration in Buildings,21.63
CAN,2010,Solar,117.41
CAN,2010,Storage (not electromobility),92.25
CAN,2010,Wind,29.63
CAN,2015,Agriculture Energy Efficiency,1.0
CAN,2015,Air - Rail - Marine,45.83
CAN,2015,All technologies (total patents),5705.68
CAN,2015,Bioenergy,37.83
CAN,2015,Building Energy Efficiency,50.58
CAN,2015,Carbon Capture and Storage,9.33
CAN,2015,Grid,6.5
CAN,2015,Hybrid - Electric - Electromobility,23.409999999999997
CAN,2015,Hydro,6.5
CAN,2015,Hydrogen and Fuel Cells,53.0
CAN,2015,Industry Energy Efficiency or substitution,48.25
CAN,2015,Nuclear,10.83
CAN,2015,Other Energy Efficiency ,76.14
CAN,2015,Other Renewables,4.5
CAN,2015,Other Road Transport,33.17
CAN,2015,Renewable Energy Integration in Buildings,12.0
CAN,2015,Solar,39.17
CAN,2015,Storage (not electromobility),57.83
CAN,2015,Wind,15.5
CAN,2016,Agriculture Energy Efficiency,1.0
CAN,2016,Air - Rail - Marine,51.83
CAN,2016,All technologies (total patents),5788.86
CAN,2016,Bioenergy,23.0
CAN,2016,Building Energy Efficiency,48.5
CAN,2016,Carbon Capture and Storage,19.0
CAN,2016,Grid,3.67
CAN,2016,Hybrid - Electric - Electromobility,35.260000000000005
CAN,2016,Hydro,5.0
CAN,2016,Hydrogen and Fuel Cells,45.16
CAN,2016,Industry Energy Efficiency or substitution,30.7
CAN,2016,Nuclear,5.0
CAN,2016,Other Energy Efficiency ,77.57
CAN,2016,Other Renewables,5.0
CAN,2016,Other Road Transport,27.33
CAN,2016,Renewable Energy Integration in Buildings,11.5
CAN,2016,Solar,50.5
CAN,2016,Storage (not electromobility),81.23
CAN,2016,Wind,8.92
CAN,2017,Agriculture Energy Efficiency,8.0
CAN,2017,Air - Rail - Marine,54.75
CAN,2017,All technologies (total patents),6143.79
CAN,2017,Bioenergy,18.33
CAN,2017,Building Energy Efficiency,60.0
CAN,2017,Carbon Capture and Storage,8.83
CAN,2017,Grid,8.0
CAN,2017,Hybrid - Electric - Electromobility,35.53
CAN,2017,Hydro,6.0
CAN,2017,Hydrogen and Fuel Cells,33.67
CAN,2017,Industry Energy Efficiency or substitution,44.65
CAN,2017,Nuclear,19.5
CAN,2017,Other Energy Efficiency ,73.21000000000001
CAN,2017,Other Renewables,16.0
CAN,2017,Other Road Transport,35.5
CAN,2017,Renewable Energy Integration in Buildings,14.0
CAN,2017,Solar,58.25
CAN,2017,Storage (not electromobility),78.0
CAN,2017,Wind,11.33
CAN,2018,Agriculture Energy Efficiency,11.0
CAN,2018,Air - Rail - Marine,39.83
CAN,2018,All technologies (total patents),6393.67
CAN,2018,Bioenergy,20.66
CAN,2018,Building Energy Efficiency,89.75
CAN,2018,Carbon Capture and Storage,14.5
CAN,2018,Grid,4.0
CAN,2018,Hybrid - Electric - Electromobility,48.17
CAN,2018,Hydro,7.0
CAN,2018,Hydrogen and Fuel Cells,38.33
CAN,2018,Industry Energy Efficiency or substitution,43.83
CAN,2018,Nuclear,8.5
CAN,2018,Other Energy Efficiency ,62.33
CAN,2018,Other Renewables,11.0
CAN,2018,Other Road Transport,30.5
CAN,2018,Renewable Energy Integration in Buildings,5.0
CAN,2018,Solar,25.0
CAN,2018,Storage (not electromobility),84.78
CAN,2018,Wind,14.33
CAN,2019,Agriculture Energy Efficiency,4.0
CAN,2019,Air - Rail - Marine,95.83
CAN,2019,All technologies (total patents),6232.48
CAN,2019,Bioenergy,31.0
CAN,2019,Building Energy Efficiency,65.22999999999999
CAN,2019,Carbon Capture and Storage,8.67
CAN,2019,Grid,3.5
CAN,2019,Hybrid - Electric - Electromobility,50.62
CAN,2019,Hydro,8.0
CAN,2019,Hydrogen and Fuel Cells,24.66
CAN,2019,Industry Energy Efficiency or substitution,50.5
CAN,2019,Nuclear,4.0
CAN,2019,Other Energy Efficiency ,51.86
CAN,2019,Other Renewables,4.83
CAN,2019,Other Road Transport,20.3
CAN,2019,Renewable Energy Integration in Buildings,9.5
CAN,2019,Solar,25.0
CAN,2019,Storage (not electromobility),89.95
CAN,2019,Wind,8.5
CHE,1990,Air - Rail - Marine,2.5
CHE,1990,All technologies (total patents),2419.35
CHE,1990,Bioenergy,6.0
CHE,1990,Building Energy Efficiency,12.33
CHE,1990,Grid,0.5
CHE,1990,Hybrid - Electric - Electromobility,3.0
CHE,1990,Hydro,5.0
CHE,1990,Hydrogen and Fuel Cells,7.0
CHE,1990,Industry Energy Efficiency or substitution,6.5
CHE,1990,Nuclear,1.0
CHE,1990,Other Energy Efficiency ,4.0
CHE,1990,Other Road Transport,2.5
CHE,1990,Renewable Energy Integration in Buildings,1.0
CHE,1990,Solar,5.0
CHE,1990,Storage (not electromobility),3.0
CHE,2000,Air - Rail - Marine,2.5
CHE,2000,All technologies (total patents),3231.96
CHE,2000,Bioenergy,2.5
CHE,2000,Building Energy Efficiency,13.5
CHE,2000,Grid,4.33
CHE,2000,Hybrid - Electric - Electromobility,5.0
CHE,2000,Hydro,2.0
CHE,2000,Hydrogen and Fuel Cells,10.5
CHE,2000,Industry Energy Efficiency or substitution,16.28
CHE,2000,Other Energy Efficiency ,18.5
CHE,2000,Other Renewables,2.0
CHE,2000,Other Road Transport,4.45
